,COD_DPTO_O,NDEP_PROCE,COD_EVE,NOM_EVE,SEMANA_01,SEMANA_02,SEMANA_03,SEMANA_04,SEMANA_05,SEMANA_06,SEMANA_07,SEMANA_08,SEMANA_09,SEMANA_10,SEMANA_11,SEMANA_12,SEMANA_13,SEMANA_14,SEMANA_15,SEMANA_16,Total general,lat,lon
158,0,BOLIVAR,420.0,LEISHMANIASIS CUTANEA,8,4,5,5,4,4,5,1,5,8,1,4,2,8,3,1,68,10.4190661,-75.5267671
159,0,BOLIVAR,430.0,LEISHMANIASIS MUCOSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.4190661,-75.5267671
160,0,BOLIVAR,465.0,MALARIA (TODAS LAS FORMAS),16,33,27,15,18,18,20,12,13,10,18,14,21,9,11,7,262,10.4190661,-75.5267671
161,0,BOLIVAR,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.4190661,-75.5267671
162,0,BOLIVAR,549.0,MORBILIDAD MATERNA EXTREMA,12,13,16,17,21,14,18,19,22,23,16,9,18,22,17,19,276,10.4190661,-75.5267671
163,0,BOLIVAR,551.0,MORTALIDAD MATERNA TEMPRANA,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,5,10.4190661,-75.5267671
164,0,BOLIVAR,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,5,8,5,5,5,6,5,5,4,5,4,4,3,8,6,4,82,10.4190661,-75.5267671
165,0,BOLIVAR,620.0,PAROTIDITIS,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,4,10.4190661,-75.5267671
166,0,BOLIVAR,740.0,SIFILIS CONGENITA,0,1,3,1,2,1,0,0,1,1,1,0,0,1,1,1,14,10.4190661,-75.5267671
167,0,BOLIVAR,750.0,SIFILIS GESTACIONAL,3,5,9,8,3,10,6,12,4,3,11,4,5,7,6,12,108,10.4190661,-75.5267671
168,0,BOLIVAR,813.0,TUBERCULOSIS,0,5,4,1,3,4,3,1,1,3,2,5,4,2,3,2,43,10.4190661,-75.5267671
169,0,BOLIVAR,831.0,VARICELA INDIVIDUAL,1,2,1,5,2,1,3,2,3,2,9,1,3,1,1,4,41,10.4190661,-75.5267671
170,0,BOLIVAR,850.0,VIH/SIDA/MORTALIDAD POR SIDA,1,3,2,1,3,2,5,10,4,4,5,2,2,1,0,0,45,10.4190661,-75.5267671
171,0,BOLIVAR,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,34,36,44,57,38,45,52,47,49,53,43,37,42,54,43,32,706,10.4190661,-75.5267671
172,0,Total BOLIVAR,,,195,204,230,221,213,237,256,212,205,208,223,174,203,214,199,138,3332,,
173,14,CARTAGENA,100.0,ACCIDENTE OFIDICO,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,10.4195841,-75.5271224
174,0,CARTAGENA,110.0,BAJO PESO AL NACER,4,7,4,12,4,2,6,2,9,6,4,13,5,7,6,4,95,10.4195841,-75.5271224
175,0,CARTAGENA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,1,0,0,2,1,0,2,1,1,2,5,1,0,1,0,2,19,10.4195841,-75.5271224
176,0,CARTAGENA,210.0,DENGUE,60,69,70,56,51,59,65,44,46,29,25,22,15,15,13,5,644,10.4195841,-75.5271224
177,0,CARTAGENA,215.0,DEFECTOS CONGENITOS,3,1,1,1,2,2,2,0,4,3,3,1,0,0,0,0,23,10.4195841,-75.5271224
178,0,CARTAGENA,220.0,DENGUE GRAVE,1,1,2,3,1,0,0,1,2,1,2,0,0,0,2,0,16,10.4195841,-75.5271224
179,0,CARTAGENA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,10.4195841,-75.5271224
180,0,CARTAGENA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,11,15,18,19,15,20,24,22,16,21,17,24,16,25,25,20,308,10.4195841,-75.5271224
181,0,CARTAGENA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,4,10.4195841,-75.5271224
182,0,CARTAGENA,345.0,ESI - IRAG (VIGILANCIA CENTINELA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,10.4195841,-75.5271224
183,0,CARTAGENA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,3,4,1,0,3,4,1,1,0,0,2,0,1,1,0,0,21,10.4195841,-75.5271224
184,0,CARTAGENA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,4,10.4195841,-75.5271224
185,0,CARTAGENA,356.0,INTENTO DE SUICIDIO,5,5,4,8,12,12,3,12,5,9,17,13,12,10,7,5,139,10.4195841,-75.5271224
186,0,CARTAGENA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,5,4,6,4,7,4,6,3,4,4,3,6,3,3,1,2,65,10.4195841,-75.5271224
187,0,CARTAGENA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,2,1,2,2,9,8,3,9,4,7,11,8,8,8,3,3,88,10.4195841,-75.5271224
188,0,CARTAGENA,,INTOXICACIONES,7,4,8,16,14,12,20,9,8,20,19,16,8,19,12,10,202,10.4195841,-75.5271224
189,0,CARTAGENA,420.0,LEISHMANIASIS CUTANEA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.4195841,-75.5271224
190,0,CARTAGENA,455.0,LEPTOSPIROSIS,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,10.4195841,-75.5271224
191,0,CARTAGENA,465.0,MALARIA (TODAS LAS FORMAS),0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,10.4195841,-75.5271224
192,0,CARTAGENA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.4195841,-75.5271224
193,0,CARTAGENA,549.0,MORBILIDAD MATERNA EXTREMA,20,12,14,16,29,21,22,15,15,24,18,16,13,19,15,23,292,10.4195841,-75.5271224
194,0,CARTAGENA,551.0,MORTALIDAD MATERNA TEMPRANA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.4195841,-75.5271224
195,0,CARTAGENA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,3,3,5,3,4,5,6,5,1,5,4,3,4,4,5,2,62,10.4195841,-75.5271224
196,0,CARTAGENA,580.0,MORTALIDAD POR DENGUE,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4,10.4195841,-75.5271224
197,0,CARTAGENA,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR INFECCIÓN RESPIRATORIA AGUDA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.4195841,-75.5271224
198,0,CARTAGENA,620.0,PAROTIDITIS,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,6,10.4195841,-75.5271224
199,0,CARTAGENA,740.0,SIFILIS CONGENITA,1,0,1,3,2,1,0,0,3,2,4,2,3,2,2,3,29,10.4195841,-75.5271224
200,0,CARTAGENA,750.0,SIFILIS GESTACIONAL,2,2,3,3,9,3,4,3,8,8,6,7,4,11,9,7,89,10.4195841,-75.5271224
201,0,CARTAGENA,760.0,TETANOS ACCIDENTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10.4195841,-75.5271224
202,0,CARTAGENA,800.0,TOS FERINA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.4195841,-75.5271224
203,0,CARTAGENA,813.0,TUBERCULOSIS,5,9,9,7,7,5,7,3,3,5,4,6,3,8,4,0,85,10.4195841,-75.5271224
204,0,CARTAGENA,,TUBERCULOSIS FARMACORRESISTENTE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.4195841,-75.5271224
205,0,CARTAGENA,831.0,VARICELA INDIVIDUAL,1,2,1,2,6,2,9,2,3,2,4,1,4,5,3,1,48,10.4195841,-75.5271224
206,0,CARTAGENA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,2,6,5,10,8,4,4,9,13,5,11,11,5,6,9,13,121,10.4195841,-75.5271224
207,0,CARTAGENA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,4,9,15,8,13,13,18,14,11,14,12,18,21,21,14,11,216,10.4195841,-75.5271224
208,0,Total CARTAGENA,,,141,158,170,180,200,182,204,157,159,170,174,169,125,167,134,113,2603,,
209,15,BOYACA,100.0,ACCIDENTE OFIDICO,2,2,4,2,4,3,1,2,3,1,0,1,2,2,2,1,32,5.6278979,-72.8268617
210,0,BOYACA,110.0,BAJO PESO AL NACER,9,9,12,11,9,12,18,12,9,11,4,17,4,6,11,6,160,5.6278979,-72.8268617
211,0,BOYACA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,7,9,9,8,13,13,4,7,5,11,9,7,6,6,4,123,5.6278979,-72.8268617
212,0,BOYACA,210.0,DENGUE,4,15,5,7,9,4,9,6,8,12,8,5,8,5,8,7,120,5.6278979,-72.8268617
213,0,BOYACA,215.0,DEFECTOS CONGENITOS,8,5,9,4,5,7,4,4,2,2,8,1,0,0,0,0,59,5.6278979,-72.8268617
214,0,BOYACA,217.0,CHIKUNGUNYA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.6278979,-72.8268617
215,0,BOYACA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,1,0,0,0,2,4,0,1,1,1,1,2,2,0,15,5.6278979,-72.8268617
216,0,BOYACA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,73,68,66,64,82,69,84,78,76,80,83,82,109,87,66,83,1250,5.6278979,-72.8268617
217,0,BOYACA,330.0,HEPATITIS A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.6278979,-72.8268617
218,0,BOYACA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,5.6278979,-72.8268617
219,0,BOYACA,345.0,ESI - IRAG (VIGILANCIA CENTINELA),0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,5.6278979,-72.8268617
220,0,BOYACA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6278979,-72.8268617
221,0,BOYACA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,1,1,0,3,0,2,0,1,2,0,3,1,3,1,0,1,19,5.6278979,-72.8268617
222,0,BOYACA,356.0,INTENTO DE SUICIDIO,8,6,6,4,18,8,7,10,14,14,7,13,8,15,18,14,170,5.6278979,-72.8268617
223,0,BOYACA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,5,10,10,15,10,16,13,10,12,6,7,6,7,7,3,11,148,5.6278979,-72.8268617
224,0,BOYACA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,3,4,3,4,12,4,3,6,10,8,3,9,6,11,14,7,107,5.6278979,-72.8268617
225,0,BOYACA,,INTOXICACIONES,2,3,0,4,7,3,6,1,9,3,3,5,12,8,8,6,80,5.6278979,-72.8268617
226,0,BOYACA,420.0,LEISHMANIASIS CUTANEA,4,2,0,3,2,1,1,1,0,0,2,2,4,0,0,0,22,5.6278979,-72.8268617
227,0,BOYACA,430.0,LEISHMANIASIS MUCOSA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6278979,-72.8268617
228,0,BOYACA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,4,5.6278979,-72.8268617
229,0,BOYACA,549.0,MORBILIDAD MATERNA EXTREMA,4,3,13,11,5,14,6,8,9,9,9,12,5,3,9,6,126,5.6278979,-72.8268617
230,0,BOYACA,551.0,MORTALIDAD MATERNA TEMPRANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5.6278979,-72.8268617
231,0,BOYACA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,2,2,5,3,6,4,6,2,2,0,3,3,3,3,0,0,44,5.6278979,-72.8268617
232,0,BOYACA,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR INFECCIÓN RESPIRATORIA AGUDA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.6278979,-72.8268617
233,0,BOYACA,620.0,PAROTIDITIS,0,1,0,2,2,1,1,1,2,1,0,1,2,2,2,0,18,5.6278979,-72.8268617
234,0,BOYACA,740.0,SIFILIS CONGENITA,1,1,1,1,0,1,0,0,0,2,0,2,2,0,0,0,11,5.6278979,-72.8268617
235,0,BOYACA,750.0,SIFILIS GESTACIONAL,2,1,0,1,1,3,0,0,0,5,4,3,2,3,2,2,29,5.6278979,-72.8268617
236,0,BOYACA,813.0,TUBERCULOSIS,1,4,2,1,1,5,1,4,1,4,1,0,1,1,0,0,27,5.6278979,-72.8268617
237,0,BOYACA,831.0,VARICELA INDIVIDUAL,5,2,4,3,5,5,5,1,6,12,4,4,6,7,4,3,76,5.6278979,-72.8268617
238,0,BOYACA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,1,1,0,3,0,3,6,2,3,2,5,3,1,1,0,4,35,5.6278979,-72.8268617
239,0,BOYACA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,31,35,47,35,51,61,51,63,58,63,71,46,53,63,53,49,830,5.6278979,-72.8268617
240,0,Total BOYACA,,,171,185,198,192,237,240,239,221,234,241,239,227,247,233,209,205,3518,,
241,17,CALDAS,100.0,ACCIDENTE OFIDICO,3,2,1,4,0,1,1,1,3,2,1,4,0,1,5,0,29,5.3302514,-75.2873471
242,0,CALDAS,110.0,BAJO PESO AL NACER,6,7,8,2,6,4,4,6,3,6,3,4,5,16,7,6,93,5.3302514,-75.2873471
243,0,CALDAS,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,2,1,1,1,0,3,3,4,1,2,2,6,1,0,2,1,30,5.3302514,-75.2873471
244,0,CALDAS,210.0,DENGUE,1,2,2,4,6,8,4,2,1,1,8,5,7,11,3,2,67,5.3302514,-75.2873471
245,0,CALDAS,215.0,DEFECTOS CONGENITOS,5,2,4,3,2,1,2,1,0,0,1,1,0,0,0,0,22,5.3302514,-75.2873471
246,0,CALDAS,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,6,5.3302514,-75.2873471
247,0,CALDAS,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,54,45,50,53,53,52,59,55,56,53,52,61,67,57,48,39,854,5.3302514,-75.2873471
248,0,CALDAS,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,5,5.3302514,-75.2873471
249,0,CALDAS,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,1,0,3,0,0,0,1,2,0,1,1,0,2,4,2,1,18,5.3302514,-75.2873471
250,0,CALDAS,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5.3302514,-75.2873471
251,0,CALDAS,356.0,INTENTO DE SUICIDIO,19,12,12,20,18,13,23,21,24,20,16,26,14,24,19,13,294,5.3302514,-75.2873471
252,0,CALDAS,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,7,8,11,7,9,7,4,3,1,4,4,4,4,3,9,11,96,5.3302514,-75.2873471
253,0,CALDAS,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,12,10,6,14,12,4,16,17,13,13,9,17,8,17,16,10,194,5.3302514,-75.2873471
254,0,CALDAS,,INTOXICACIONES,4,2,8,10,4,3,12,10,11,9,4,4,3,6,7,4,101,5.3302514,-75.2873471
255,0,CALDAS,420.0,LEISHMANIASIS CUTANEA,12,12,7,7,8,7,6,6,3,2,2,4,0,4,2,0,82,5.3302514,-75.2873471
256,0,CALDAS,465.0,MALARIA (TODAS LAS FORMAS),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.3302514,-75.2873471
257,0,CALDAS,549.0,MORBILIDAD MATERNA EXTREMA,12,5,9,9,17,12,12,14,9,12,13,12,13,15,16,7,187,5.3302514,-75.2873471
258,0,CALDAS,551.0,MORTALIDAD MATERNA TEMPRANA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5.3302514,-75.2873471
259,0,CALDAS,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,1,4,7,0,1,4,0,2,2,1,4,1,1,2,1,2,33,5.3302514,-75.2873471
260,0,CALDAS,620.0,PAROTIDITIS,0,3,0,1,0,1,3,1,0,1,0,0,0,1,1,0,12,5.3302514,-75.2873471
261,0,CALDAS,740.0,SIFILIS CONGENITA,2,2,0,1,0,0,0,1,0,0,1,2,0,0,0,0,9,5.3302514,-75.2873471
262,0,CALDAS,750.0,SIFILIS GESTACIONAL,6,2,2,1,2,1,1,4,2,3,3,7,4,5,2,2,47,5.3302514,-75.2873471
263,0,CALDAS,813.0,TUBERCULOSIS,5,2,4,4,6,6,7,7,4,3,6,3,2,3,5,1,68,5.3302514,-75.2873471
264,0,CALDAS,,TUBERCULOSIS FARMACORRESISTENTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.3302514,-75.2873471
265,0,CALDAS,831.0,VARICELA INDIVIDUAL,3,2,3,1,3,0,0,4,2,4,1,2,2,3,3,2,35,5.3302514,-75.2873471
266,0,CALDAS,850.0,VIH/SIDA/MORTALIDAD POR SIDA,1,5,5,4,5,7,7,3,3,5,5,4,1,5,4,6,70,5.3302514,-75.2873471
267,0,CALDAS,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,29,36,44,25,40,39,56,49,69,52,56,44,41,34,59,57,730,5.3302514,-75.2873471
268,0,Total CALDAS,,,185,165,187,171,192,175,222,217,207,196,194,212,177,212,211,165,3088,,
269,18,CAQUETA,100.0,ACCIDENTE OFIDICO,5,4,4,8,3,5,5,1,5,3,5,4,6,3,3,1,65,1.1153385,-74.1056838
270,0,CAQUETA,110.0,BAJO PESO AL NACER,3,1,1,0,2,2,2,3,0,0,1,0,4,4,2,1,26,1.1153385,-74.1056838
271,0,CAQUETA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,0,2,2,2,1,4,4,4,3,3,5,5,3,7,9,3,57,1.1153385,-74.1056838
272,0,CAQUETA,205.0,CHAGAS AGUDO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.1153385,-74.1056838
273,0,CAQUETA,210.0,DENGUE,9,7,6,12,7,6,11,16,13,9,16,14,20,14,16,5,181,1.1153385,-74.1056838
274,0,CAQUETA,215.0,DEFECTOS CONGENITOS,0,0,2,2,1,4,0,1,1,1,1,1,0,0,0,0,14,1.1153385,-74.1056838
275,0,CAQUETA,220.0,DENGUE GRAVE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,1.1153385,-74.1056838
276,0,CAQUETA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,20,23,18,11,19,20,28,10,9,21,17,21,14,16,12,17,276,1.1153385,-74.1056838
277,0,CAQUETA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,8,1.1153385,-74.1056838
278,0,CAQUETA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1.1153385,-74.1056838
279,0,CAQUETA,356.0,INTENTO DE SUICIDIO,8,2,2,6,5,3,5,5,7,4,5,6,6,8,4,3,79,1.1153385,-74.1056838
280,0,CAQUETA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1.1153385,-74.1056838
281,0,CAQUETA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,6,1,2,5,5,1,2,4,5,2,3,3,4,8,3,3,57,1.1153385,-74.1056838
282,0,CAQUETA,,INTOXICACIONES,2,1,3,3,4,3,1,4,5,3,4,3,5,4,1,0,46,1.1153385,-74.1056838
283,0,CAQUETA,420.0,LEISHMANIASIS CUTANEA,3,7,8,1,6,3,4,3,0,8,4,0,1,2,2,1,53,1.1153385,-74.1056838
284,0,CAQUETA,430.0,LEISHMANIASIS MUCOSA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.1153385,-74.1056838
285,0,CAQUETA,465.0,MALARIA (TODAS LAS FORMAS),0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1.1153385,-74.1056838
286,0,CAQUETA,549.0,MORBILIDAD MATERNA EXTREMA,2,4,3,2,3,2,0,2,6,1,4,2,1,7,2,5,46,1.1153385,-74.1056838
287,0,CAQUETA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,2,1,0,2,3,2,1,5,2,1,1,1,0,2,3,2,28,1.1153385,-74.1056838
288,0,CAQUETA,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR DESNUTRICIÓN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1153385,-74.1056838
289,0,CAQUETA,620.0,PAROTIDITIS,0,0,0,1,0,1,0,1,1,0,0,1,0,1,3,0,9,1.1153385,-74.1056838
290,0,CAQUETA,740.0,SIFILIS CONGENITA,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,1,9,1.1153385,-74.1056838
291,0,CAQUETA,750.0,SIFILIS GESTACIONAL,4,1,1,1,0,1,3,3,1,1,5,1,0,0,4,4,30,1.1153385,-74.1056838
292,0,CAQUETA,813.0,TUBERCULOSIS,3,0,3,5,5,3,1,5,3,6,3,1,2,8,3,3,54,1.1153385,-74.1056838
293,0,CAQUETA,831.0,VARICELA INDIVIDUAL,2,2,0,3,2,2,2,3,0,2,2,2,1,2,1,0,26,1.1153385,-74.1056838
294,0,CAQUETA,850.0,VIH/SIDA/MORTALIDAD POR SIDA,0,1,3,0,4,0,1,3,2,2,0,0,2,3,3,0,24,1.1153385,-74.1056838
295,0,CAQUETA,875.0,VIGILANCIA EN SALUD PÚBLICA DE LA VIOLENCIA DE GÉNERO E INTRAFAMILIAR,15,7,10,15,20,16,17,16,13,20,19,16,12,7,19,20,242,1.1153385,-74.1056838
296,0,CAQUETA,895.0,ZIKA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.1153385,-74.1056838
297,0,Total CAQUETA,,,84,65,71,80,93,78,93,91,80,89,97,83,82,96,92,70,1344,,
298,19,CAUCA,100.0,ACCIDENTE OFIDICO,2,2,1,2,4,4,4,1,2,1,4,5,2,4,2,0,40,2.715645,-76.662665
299,0,CAUCA,110.0,BAJO PESO AL NACER,12,14,2,6,8,7,7,5,5,7,5,11,10,4,7,8,118,2.715645,-76.662665
300,0,CAUCA,113.0,DESNUTRICIÓN AGUDA EN MENORES DE 5 AÑOS,5,2,3,5,6,3,5,3,6,6,4,3,4,4,1,6,66,2.715645,-76.662665
301,0,CAUCA,210.0,DENGUE,9,6,12,11,11,18,11,14,8,9,11,15,11,8,11,8,173,2.715645,-76.662665
302,0,CAUCA,215.0,DEFECTOS CONGENITOS,0,3,5,6,3,4,4,5,3,4,6,2,0,0,0,0,45,2.715645,-76.662665
303,0,CAUCA,220.0,DENGUE GRAVE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.715645,-76.662665
304,0,CAUCA,298.0,EVENTO ADVERSO POSTERIOR A LA VACUNACION GRAVE,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,5,2.715645,-76.662665
305,0,CAUCA,300.0,AGRESIONES POR ANIMALES POTENCIALMENTE TRANSMISORES DE RABIA,67,74,82,67,81,87,85,109,70,76,116,91,97,103,79,77,1361,2.715645,-76.662665
306,0,CAUCA,340.0,"HEPATITIS B, C Y COINFECCIÓN HEPATITIS B Y DELTA",1,0,0,0,2,0,1,1,1,0,3,1,0,0,0,0,10,2.715645,-76.662665
307,0,CAUCA,345.0,ESI - IRAG (VIGILANCIA CENTINELA),0,0,0,1,0,2,1,1,2,4,3,0,3,4,0,0,21,2.715645,-76.662665
308,0,CAUCA,348.0,INFECCION RESPIRATORIA AGUDA GRAVE INUSITADA,2,6,0,0,0,1,1,0,0,0,1,0,0,0,0,0,11,2.715645,-76.662665
309,0,CAUCA,352.0,INFECCIONES DE SITIO QUIRÚRGICO ASOCIADAS A PROCEDIMIENTO MÉDICO QUIRÚRGICO,1,1,1,0,1,0,0,1,1,1,1,1,2,0,0,1,12,2.715645,-76.662665
310,0,CAUCA,356.0,INTENTO DE SUICIDIO,10,21,13,17,5,7,16,17,13,11,16,15,13,12,8,11,205,2.715645,-76.662665
311,0,CAUCA,357.0,INFECCIONES ASOCIADAS A DISPOSITIVOS - INDIVIDUAL,0,3,11,5,6,7,10,5,2,2,1,2,0,2,1,3,60,2.715645,-76.662665
312,0,CAUCA,365.0,INTENTO DE SUICIDIO CON MECANISMO INTOXICACIÓN,7,17,9,12,2,6,12,14,10,7,13,12,8,7,5,10,151,2.715645,-76.662665
313,0,CAUCA,,INTOXICACIONES,7,8,10,7,7,8,5,10,8,12,6,18,8,6,7,9,136,2.715645,-76.662665
314,0,CAUCA,420.0,LEISHMANIASIS CUTANEA,0,0,0,1,1,0,2,1,0,0,0,1,1,1,0,1,9,2.715645,-76.662665
315,0,CAUCA,455.0,LEPTOSPIROSIS,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3,0,8,2.715645,-76.662665
316,0,CAUCA,465.0,MALARIA (TODAS LAS FORMAS),47,61,45,46,39,67,67,28,39,53,60,64,47,66,74,17,820,2.715645,-76.662665
317,0,CAUCA,535.0,MENINGITIS BACTERIANA Y ENFERMEDAD MENINGOCÓCICA,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2.715645,-76.662665
318,0,CAUCA,549.0,MORBILIDAD MATERNA EXTREMA,14,18,15,21,12,6,23,18,24,16,14,13,10,17,19,18,258,2.715645,-76.662665
319,0,CAUCA,560.0,MORTALIDAD PERINATAL Y NEONATAL TARDÍA,4,5,1,5,8,6,5,1,3,9,9,1,8,5,4,1,75,2.715645,-76.662665
320,0,CAUCA,591.0,VIGILANCIA INTEGRADA DE MUERTES EN MENORES DE CINCO AÑOS POR DESNUTRICIÓN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.715645,-76.662665
